2013-03-16 11:21:00,groucho-eu,170932385,10.48.56.161,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 11:59:00,groucho-tokyo,1493962363,89.12.14.123,1229,445,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 11:59:00,groucho-tokyo,1493962363,89.12.14.123,1229,445,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 12:30:00,groucho-tokyo,3165494540,188.173.157.12,4558,445,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 12:30:00,groucho-tokyo,3165494540,188.173.157.12,4558,445,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 13:00:00,groucho-singapore,176362647,10.131.20.151,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 13:32:00,groucho-norcal,179181731,10.174.24.163,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 16:03:00,groucho-us-east,181048468,10.202.148.148,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 17:03:00,groucho-sa,2987690402,178.20.137.162,35140,3389,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.697000000,Honeypot_CSV,-1071607778,0
2013-03-16 22:14:00,groucho-eu,170932385,10.48.56.161,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-16 23:49:00,groucho-singapore,176362647,10.131.20.151,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 01:04:00,groucho-norcal,179181731,10.174.24.163,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 02:20:00,groucho-us-east,181048468,10.202.148.148,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 08:56:00,groucho-eu,170932385,10.48.56.161,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 10:50:00,groucho-norcal,179181731,10.174.24.163,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 11:29:00,groucho-us-east,181048468,10.202.148.148,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 11:36:00,groucho-singapore,176362647,10.131.20.151,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 20:47:00,groucho-eu,170932385,10.48.56.161,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 22:14:00,groucho-norcal,179181731,10.174.24.163,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 23:02:00,groucho-singapore,176362647,10.131.20.151,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-17 23:06:00,groucho-us-east,181048468,10.202.148.148,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-18 01:19:00,groucho-us-east,1292039853,77.2.246.173,45883,80,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-18 01:19:00,groucho-us-east,1292039853,77.2.246.173,45883,80,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-18 01:19:00,groucho-us-east,1292039853,77.2.246.173,45883,80,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-18 01:19:00,groucho-us-east,1292039853,77.2.246.173,45883,80,TCP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
2013-03-18 05:56:00,groucho-eu,170932385,10.48.56.161,67,68,UDP,  ,,,a48dd932-2561-4427-89f0-1776a259d7a8,2026-04-06 20:02:34.700000000,Honeypot_CSV,-1071607778,0
